City Name_encoded,Package_encoded,Variety_encoded,Item Size_encoded,Color_encoded,Origin_encoded,Season_encoded,Month,Year,Avg_Price
1,5,5,4,2,8,0,-0.5597044437461629,1.6872107921701636,180.0
1,5,2,7,2,21,2,-3.2762809842489444,1.6872107921701636,380.0
1,5,2,7,2,21,2,-3.2762809842489444,1.6872107921701636,380.0
1,5,2,7,2,21,2,-3.2762809842489444,1.6872107921701636,380.0
1,5,2,7,2,10,2,-1.4652299572470902,1.6872107921701636,200.0
1,5,2,7,2,10,2,-1.4652299572470902,1.6872107921701636,275.0
1,5,2,7,2,10,0,-0.5597044437461629,1.6872107921701636,350.0
1,5,2,7,2,8,0,-0.5597044437461629,1.6872107921701636,180.0
1,5,2,7,2,23,0,-0.5597044437461629,1.6872107921701636,200.0
1,5,2,7,2,8,0,-0.5597044437461629,1.6872107921701636,190.0
1,5,2,7,2,23,0,-0.5597044437461629,1.6872107921701636,190.0
1,5,2,2,2,8,0,-0.5597044437461629,1.6872107921701636,340.0
1,5,2,7,2,8,0,-0.5597044437461629,1.6872107921701636,245.0
1,5,2,7,2,23,0,-0.5597044437461629,1.6872107921701636,200.0
1,5,2,2,2,8,0,-0.5597044437461629,1.6872107921701636,340.0
1,5,2,7,2,8,0,-0.5597044437461629,1.6872107921701636,245.0
1,5,2,7,2,23,0,-0.5597044437461629,1.6872107921701636,190.0
1,10,2,3,2,3,2,-1.4652299572470902,1.6872107921701636,29.0
1,10,2,3,2,10,2,-1.4652299572470902,1.6872107921701636,29.0
1,10,2,3,2,3,2,-1.4652299572470902,1.6872107921701636,28.5
1,10,2,3,2,3,2,-1.4652299572470902,1.6872107921701636,28.5
1,10,2,4,2,5,2,-1.4652299572470902,1.6872107921701636,29.0
1,10,2,4,2,5,0,-0.5597044437461629,1.6872107921701636,29.0
1,10,2,3,2,23,0,-0.5597044437461629,1.6872107921701636,15.0
1,10,2,3,2,10,0,-0.5597044437461629,1.6872107921701636,24.0
1,10,2,3,2,23,0,-0.5597044437461629,1.6872107921701636,15.0
1,5,3,7,2,8,0,-0.5597044437461629,-0.5619768875285518,255.0
1,5,3,7,2,23,0,-0.5597044437461629,-0.5619768875285518,255.0
1,5,3,7,2,8,0,0.3458210697547644,-0.5619768875285518,255.0
1,5,3,7,2,23,0,0.3458210697547644,-0.5619768875285518,255.0
1,5,3,7,2,8,0,0.3458210697547644,-0.5619768875285518,247.5
1,5,3,7,2,23,0,0.3458210697547644,-0.5619768875285518,255.0
1,5,3,7,2,8,0,0.3458210697547644,-0.5619768875285518,242.5
1,5,3,7,2,8,0,0.3458210697547644,-0.5619768875285518,235.0
1,5,3,7,2,8,0,0.3458210697547644,-0.5619768875285518,230.0
1,5,3,7,2,23,0,0.3458210697547644,-0.5619768875285518,230.0
1,5,3,7,2,8,0,1.2513465832556916,-0.5619768875285518,215.0
1,5,3,7,2,23,0,1.2513465832556916,-0.5619768875285518,215.0
1,5,3,7,2,8,0,1.2513465832556916,-0.5619768875285518,200.0
1,5,3,7,2,8,0,1.2513465832556916,-0.5619768875285518,200.0
1,5,3,7,2,23,0,1.2513465832556916,-0.5619768875285518,215.0
1,5,3,7,2,23,0,1.2513465832556916,-0.5619768875285518,210.0
1,0,9,4,0,4,0,-0.5597044437461629,-0.5619768875285518,15.0
1,0,9,6,0,4,0,-0.5597044437461629,-0.5619768875285518,18.0
1,0,9,6,0,4,0,0.3458210697547644,-0.5619768875285518,18.0
1,0,9,4,0,17,0,0.3458210697547644,-0.5619768875285518,17.0
1,0,9,0,0,4,0,0.3458210697547644,-0.5619768875285518,15.0
1,0,9,6,0,4,0,0.3458210697547644,-0.5619768875285518,18.0
1,0,9,4,0,17,0,0.3458210697547644,-0.5619768875285518,17.0
1,0,9,0,0,18,0,0.3458210697547644,-0.5619768875285518,17.75
1,0,9,0,0,4,0,0.3458210697547644,-0.5619768875285518,15.0
1,0,9,4,0,17,0,0.3458210697547644,-0.5619768875285518,17.0
1,0,9,0,0,18,0,0.3458210697547644,-0.5619768875285518,17.75
1,0,9,0,0,4,0,0.3458210697547644,-0.5619768875285518,15.0
1,0,9,4,0,17,0,0.3458210697547644,-0.5619768875285518,17.0
1,0,9,0,0,18,0,0.3458210697547644,-0.5619768875285518,17.75
1,0,9,0,0,4,0,0.3458210697547644,-0.5619768875285518,15.0
1,0,9,4,0,17,0,0.3458210697547644,-0.5619768875285518,16.5
1,0,9,0,0,18,0,0.3458210697547644,-0.5619768875285518,17.0
1,0,9,4,0,8,0,-0.5597044437461629,1.6872107921701636,18.0
1,0,9,4,0,4,0,-0.5597044437461629,1.6872107921701636,16.0
1,0,9,4,0,8,0,-0.5597044437461629,1.6872107921701636,18.0
1,0,9,4,0,18,0,-0.5597044437461629,1.6872107921701636,16.0
1,0,9,4,0,4,0,-0.5597044437461629,1.6872107921701636,16.0
1,0,9,4,0,18,0,-0.5597044437461629,1.6872107921701636,16.0
1,5,9,6,0,23,0,-0.5597044437461629,-0.5619768875285518,160.0
1,5,9,6,0,8,0,-0.5597044437461629,1.6872107921701636,200.0
1,5,9,6,0,8,0,-0.5597044437461629,1.6872107921701636,195.0
1,5,0,0,3,8,0,-0.5597044437461629,-0.5619768875285518,55.0
1,5,0,0,3,8,0,-0.5597044437461629,-0.5619768875285518,55.0
1,5,0,0,3,23,0,-0.5597044437461629,-0.5619768875285518,55.0
1,5,0,0,3,8,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,0,3,8,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,0,3,23,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,0,3,8,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,0,3,8,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,2,3,8,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,3,3,8,0,0.3458210697547644,-0.5619768875285518,50.0
1,5,0,4,3,8,0,0.3458210697547644,-0.5619768875285518,50.0
1,5,0,0,3,23,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,2,3,23,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,2,3,8,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,3,3,8,0,0.3458210697547644,-0.5619768875285518,50.0
1,5,0,4,3,8,0,0.3458210697547644,-0.5619768875285518,50.0
1,5,0,2,3,23,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,2,3,8,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,3,3,8,0,0.3458210697547644,-0.5619768875285518,50.0
1,5,0,2,3,23,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,2,3,8,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,2,3,23,0,0.3458210697547644,-0.5619768875285518,55.0
1,5,0,2,3,8,0,-0.5597044437461629,1.6872107921701636,50.0
1,5,0,2,3,8,0,-0.5597044437461629,1.6872107921701636,50.0
1,5,8,0,2,8,0,-0.5597044437461629,1.6872107921701636,200.0
1,5,8,0,2,8,0,-0.5597044437461629,1.6872107921701636,240.0
1,5,8,0,2,8,0,-0.5597044437461629,1.6872107921701636,240.0
1,2,7,6,3,8,0,-0.5597044437461629,-0.5619768875285518,18.0
1,2,7,6,3,8,0,-0.5597044437461629,-0.5619768875285518,15.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,18.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,15.0
1,2,7,6,3,17,0,0.3458210697547644,-0.5619768875285518,17.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,15.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,16.5
1,2,7,6,3,17,0,0.3458210697547644,-0.5619768875285518,16.5
1,2,7,6,3,23,0,0.3458210697547644,-0.5619768875285518,17.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,15.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,15.0
1,2,7,6,3,17,0,0.3458210697547644,-0.5619768875285518,16.5
1,2,7,6,3,23,0,0.3458210697547644,-0.5619768875285518,17.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,15.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,15.0
1,2,7,6,3,17,0,0.3458210697547644,-0.5619768875285518,16.5
1,2,7,6,3,23,0,0.3458210697547644,-0.5619768875285518,17.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,16.0
1,2,7,6,3,8,0,0.3458210697547644,-0.5619768875285518,15.0
1,2,7,6,3,17,0,0.3458210697547644,-0.5619768875285518,16.5
1,2,7,6,3,23,0,0.3458210697547644,-0.5619768875285518,17.0
1,2,7,6,3,17,0,1.2513465832556916,-0.5619768875285518,16.5
1,2,7,0,0,8,0,-0.5597044437461629,1.6872107921701636,18.0
1,2,7,0,0,8,0,-0.5597044437461629,1.6872107921701636,18.0
1,2,7,0,0,18,0,-0.5597044437461629,1.6872107921701636,18.0
1,2,7,0,0,8,0,-0.5597044437461629,1.6872107921701636,18.0
1,2,7,0,0,18,0,-0.5597044437461629,1.6872107921701636,18.0
1,2,7,6,2,8,0,-0.5597044437461629,-0.5619768875285518,15.0
1,2,7,6,2,8,0,0.3458210697547644,-0.5619768875285518,15.0
1,2,7,6,2,8,0,0.3458210697547644,-0.5619768875285518,15.0
0,5,4,2,0,11,0,-0.5597044437461629,-0.5619768875285518,147.375
0,5,4,7,0,11,0,-0.5597044437461629,-0.5619768875285518,149.875
0,5,4,5,0,11,0,-0.5597044437461629,-0.5619768875285518,152.375
0,5,4,6,0,11,0,-0.5597044437461629,-0.5619768875285518,150.0
0,5,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,147.375
0,5,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,149.875
0,5,4,5,0,11,0,0.3458210697547644,-0.5619768875285518,152.375
0,5,4,6,0,11,0,0.3458210697547644,-0.5619768875285518,150.0
0,5,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,147.375
0,5,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,149.875
0,5,4,5,0,11,0,0.3458210697547644,-0.5619768875285518,152.375
0,5,4,6,0,11,0,0.3458210697547644,-0.5619768875285518,150.0
0,5,4,4,0,0,0,0.3458210697547644,-0.5619768875285518,142.5
0,5,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,147.375
0,5,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,149.875
0,5,4,5,0,11,0,0.3458210697547644,-0.5619768875285518,152.375
0,5,4,6,0,11,0,0.3458210697547644,-0.5619768875285518,150.0
0,5,4,4,0,0,0,0.3458210697547644,-0.5619768875285518,142.5
0,5,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,147.375
0,5,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,149.875
0,5,4,5,0,11,0,0.3458210697547644,-0.5619768875285518,152.375
0,5,4,6,0,11,0,0.3458210697547644,-0.5619768875285518,150.0
0,5,4,4,0,0,0,0.3458210697547644,-0.5619768875285518,142.5
0,5,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,147.375
0,5,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,149.875
0,5,4,5,0,11,0,0.3458210697547644,-0.5619768875285518,152.375
0,5,4,6,0,11,0,0.3458210697547644,-0.5619768875285518,150.0
0,5,4,4,0,0,0,1.2513465832556916,-0.5619768875285518,142.5
0,5,4,2,0,11,0,1.2513465832556916,-0.5619768875285518,147.375
0,5,4,7,0,11,0,1.2513465832556916,-0.5619768875285518,149.875
0,5,4,5,0,11,0,1.2513465832556916,-0.5619768875285518,152.375
0,5,4,6,0,11,0,1.2513465832556916,-0.5619768875285518,150.0
0,7,4,4,0,2,0,-0.5597044437461629,1.6872107921701636,150.0
0,7,4,3,0,11,0,-0.5597044437461629,1.6872107921701636,142.5
0,7,4,3,0,19,0,-0.5597044437461629,1.6872107921701636,140.0
0,0,9,6,2,11,0,1.2513465832556916,-0.5619768875285518,14.75
0,0,9,6,2,11,0,1.2513465832556916,-0.5619768875285518,14.75
0,0,9,6,2,11,0,1.2513465832556916,-0.5619768875285518,14.75
0,0,9,6,2,11,0,1.2513465832556916,-0.5619768875285518,14.75
0,5,9,6,2,16,0,-0.5597044437461629,-0.5619768875285518,135.0
0,5,9,6,2,16,0,0.3458210697547644,-0.5619768875285518,135.0
0,5,9,6,2,16,0,0.3458210697547644,-0.5619768875285518,135.0
0,5,9,6,2,16,0,0.3458210697547644,-0.5619768875285518,135.0
0,5,9,6,2,16,0,0.3458210697547644,-0.5619768875285518,135.0
0,5,9,6,2,16,0,0.3458210697547644,-0.5619768875285518,135.0
0,5,9,6,2,16,0,1.2513465832556916,-0.5619768875285518,129.25
0,5,9,6,2,16,0,1.2513465832556916,-0.5619768875285518,129.25
0,5,9,6,2,16,0,1.2513465832556916,-0.5619768875285518,129.25
0,5,9,6,2,16,0,1.2513465832556916,-0.5619768875285518,129.25
0,7,9,6,2,11,0,-0.5597044437461629,-0.5619768875285518,248.0
0,7,9,6,2,11,0,0.3458210697547644,-0.5619768875285518,248.0
0,7,9,6,2,11,0,0.3458210697547644,-0.5619768875285518,248.0
0,7,9,6,2,11,0,0.3458210697547644,-0.5619768875285518,248.0
0,7,9,6,2,11,0,0.3458210697547644,-0.5619768875285518,248.0
0,7,9,6,2,11,0,0.3458210697547644,-0.5619768875285518,248.0
0,7,9,6,2,11,0,1.2513465832556916,-0.5619768875285518,248.0
0,0,7,0,2,19,0,-0.5597044437461629,1.6872107921701636,17.25
2,7,4,1,0,2,0,-0.5597044437461629,-0.5619768875285518,180.0
2,7,4,2,0,2,0,-0.5597044437461629,-0.5619768875285518,180.0
2,7,4,7,0,2,0,-0.5597044437461629,-0.5619768875285518,180.0
2,7,4,7,0,2,0,-0.5597044437461629,-0.5619768875285518,180.0
2,7,4,3,0,2,0,-0.5597044437461629,-0.5619768875285518,170.0
2,7,4,3,0,2,0,-0.5597044437461629,-0.5619768875285518,170.0
2,7,4,5,0,2,0,-0.5597044437461629,-0.5619768875285518,150.0
2,7,4,4,0,2,0,-0.5597044437461629,-0.5619768875285518,150.0
2,7,4,6,0,2,0,-0.5597044437461629,-0.5619768875285518,150.0
2,7,4,2,0,9,0,-0.5597044437461629,-0.5619768875285518,212.5
2,7,4,7,0,9,0,-0.5597044437461629,-0.5619768875285518,202.5
2,7,4,3,0,9,0,-0.5597044437461629,-0.5619768875285518,202.5
2,7,4,5,0,9,0,-0.5597044437461629,-0.5619768875285518,202.5
2,7,4,4,0,9,0,-0.5597044437461629,-0.5619768875285518,202.5
2,7,4,6,0,9,0,-0.5597044437461629,-0.5619768875285518,202.5
2,7,4,2,0,11,0,-0.5597044437461629,-0.5619768875285518,175.0
2,7,4,7,0,11,0,-0.5597044437461629,-0.5619768875285518,175.0
2,7,4,7,0,18,0,-0.5597044437461629,-0.5619768875285518,150.0
2,7,4,3,0,18,0,-0.5597044437461629,-0.5619768875285518,150.0
2,7,4,1,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,2,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,5,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,4,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,6,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,2,0,9,0,0.3458210697547644,-0.5619768875285518,212.5
2,7,4,7,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,3,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,5,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,4,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,6,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,7,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,3,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,1,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,2,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,5,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,4,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,6,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,2,0,9,0,0.3458210697547644,-0.5619768875285518,212.5
2,7,4,7,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,3,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,5,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,4,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,6,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,7,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,3,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,1,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,2,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,5,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,4,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,6,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,2,0,9,0,0.3458210697547644,-0.5619768875285518,212.5
2,7,4,7,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,3,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,5,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,4,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,6,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,7,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,3,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,1,0,2,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,2,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,165.0
2,7,4,5,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,4,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,6,0,2,0,0.3458210697547644,-0.5619768875285518,145.0
2,7,4,2,0,9,0,0.3458210697547644,-0.5619768875285518,210.0
2,7,4,7,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,3,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,5,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,4,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,6,0,9,0,0.3458210697547644,-0.5619768875285518,200.0
2,7,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,7,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,3,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,1,0,2,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,2,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,180.0
2,7,4,7,0,2,0,0.3458210697547644,-0.5619768875285518,175.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,165.0
2,7,4,3,0,2,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,5,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,4,0,2,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,6,0,2,0,0.3458210697547644,-0.5619768875285518,145.0
2,7,4,2,0,9,0,0.3458210697547644,-0.5619768875285518,202.5
2,7,4,7,0,9,0,0.3458210697547644,-0.5619768875285518,197.5
2,7,4,3,0,9,0,0.3458210697547644,-0.5619768875285518,197.5
2,7,4,5,0,9,0,0.3458210697547644,-0.5619768875285518,192.5
2,7,4,4,0,9,0,0.3458210697547644,-0.5619768875285518,192.5
2,7,4,6,0,9,0,0.3458210697547644,-0.5619768875285518,187.5
2,7,4,2,0,11,0,0.3458210697547644,-0.5619768875285518,170.0
2,7,4,7,0,11,0,0.3458210697547644,-0.5619768875285518,165.0
2,7,4,7,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,3,0,18,0,0.3458210697547644,-0.5619768875285518,150.0
2,7,4,2,0,9,0,1.2513465832556916,-0.5619768875285518,202.5
2,7,4,7,0,9,0,1.2513465832556916,-0.5619768875285518,197.5
2,7,4,3,0,9,0,1.2513465832556916,-0.5619768875285518,197.5
2,7,4,5,0,9,0,1.2513465832556916,-0.5619768875285518,192.5
2,7,4,4,0,9,0,1.2513465832556916,-0.5619768875285518,192.5
2,7,4,6,0,9,0,1.2513465832556916,-0.5619768875285518,187.5
2,7,4,2,0,9,0,-0.5597044437461629,1.6872107921701636,212.5
2,7,4,7,0,9,0,-0.5597044437461629,1.6872107921701636,187.5
2,7,4,3,0,9,0,-0.5597044437461629,1.6872107921701636,187.5
2,7,4,2,0,11,0,-0.5597044437461629,1.6872107921701636,212.5
2,7,4,7,0,11,0,-0.5597044437461629,1.6872107921701636,187.5
2,7,4,3,0,11,0,-0.5597044437461629,1.6872107921701636,187.5
2,7,4,2,0,9,0,-0.5597044437461629,1.6872107921701636,212.5
2,7,4,7,0,9,0,-0.5597044437461629,1.6872107921701636,187.5
2,7,4,3,0,9,0,-0.5597044437461629,1.6872107921701636,187.5
2,7,4,2,0,11,0,-0.5597044437461629,1.6872107921701636,212.5
2,7,4,7,0,11,0,-0.5597044437461629,1.6872107921701636,187.5
2,7,4,3,0,11,0,-0.5597044437461629,1.6872107921701636,187.5
2,5,2,7,0,9,0,-0.5597044437461629,-0.5619768875285518,272.5
2,5,2,7,3,9,0,-0.5597044437461629,-0.5619768875285518,272.5
2,5,2,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,2,7,3,9,0,1.2513465832556916,-0.5619768875285518,272.5
2,5,2,7,0,9,0,1.2513465832556916,-0.5619768875285518,272.5
2,2,3,6,0,9,0,-0.5597044437461629,-0.5619768875285518,15.5
2,2,3,6,0,9,0,0.3458210697547644,-0.5619768875285518,15.5
2,2,3,6,0,9,0,0.3458210697547644,-0.5619768875285518,15.5
2,2,3,6,0,9,0,0.3458210697547644,-0.5619768875285518,15.5
2,2,3,6,0,9,0,0.3458210697547644,-0.5619768875285518,15.5
2,2,3,6,0,9,0,0.3458210697547644,-0.5619768875285518,15.5
2,2,3,6,0,9,0,1.2513465832556916,-0.5619768875285518,15.5
2,5,3,7,3,9,0,-0.5597044437461629,-0.5619768875285518,272.5
2,5,3,7,0,9,0,-0.5597044437461629,-0.5619768875285518,272.5
2,5,3,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,3,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,3,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,3,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,3,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,3,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,3,7,3,9,0,0.3458210697547644,-0.5619768875285518,272.5
2,5,3,7,0,9,0,0.3458210697547644,-0.5619768875285518,272.5
