City Name,Package,Variety,Item Size,Color,Origin,Date,Low Price,High Price,Year,Month,Week,Season,Is_Holiday,Avg_Price,Prev_Week_Price,Price_Change,Region_Avg_Price,Variety_Count,Rare_Variety
LOS ANGELES,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-10-15,120.0,130.0,2016,10,41,1,1,125.0,32.5,2.8461538461538463,87.04364678899083,540.0,0
LOS ANGELES,24 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-10-15,120.0,130.0,2016,10,41,1,1,125.0,125.0,0.0,87.04364678899083,540.0,0
LOS ANGELES,24 inch bins,FAIRYTALE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,0.24,0.24,2016,10,41,1,1,0.24,125.0,-0.99808,87.04364678899083,132.0,0
LOS ANGELES,each,BIG MACK TYPE,lge,UNKNOWN,CALIFORNIA,2016-10-15,250.0,250.0,2016,10,41,1,1,250.0,0.24,1040.6666666666667,87.04364678899083,74.0,1
LOS ANGELES,each,BIG MACK TYPE,sml,UNKNOWN,CALIFORNIA,2016-10-15,0.55,0.55,2016,10,41,1,1,0.55,250.0,-0.9978,87.04364678899083,74.0,1
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-10-15,120.0,150.0,2016,10,41,1,1,135.0,0.55,244.45454545454544,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-10-15,120.0,150.0,2016,10,41,1,1,135.0,135.0,0.0,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,sml,ORANGE,CALIFORNIA,2016-10-15,120.0,145.0,2016,10,41,1,1,132.5,135.0,-0.01851851851851849,87.04364678899083,540.0,0
SAN FRANCISCO,36 inch bins,HOWDEN TYPE,jbo,ORANGE,CALIFORNIA,2016-10-15,135.0,150.0,2016,10,41,1,1,142.5,132.5,0.07547169811320753,87.04364678899083,540.0,0
SAN FRANCISCO,36 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-10-15,135.0,150.0,2016,10,41,1,1,142.5,142.5,0.0,87.04364678899083,540.0,0
SAN FRANCISCO,36 inch bins,HOWDEN TYPE,sml,ORANGE,CALIFORNIA,2016-10-15,135.0,150.0,2016,10,41,1,1,142.5,142.5,0.0,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,FAIRYTALE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,300.0,300.0,2016,10,41,1,1,300.0,142.5,1.1052631578947367,87.04364678899083,132.0,0
SAN FRANCISCO,24 inch bins,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,350.0,350.0,2016,10,41,1,1,350.0,300.0,0.16666666666666674,87.04364678899083,467.0,0
SAN FRANCISCO,35 lb cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,28.0,31.5,2016,10,41,1,1,29.75,350.0,-0.915,87.04364678899083,467.0,0
SAN FRANCISCO,50 lb cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,30.0,34.0,2016,10,41,1,1,32.0,29.75,0.07563025210084029,87.04364678899083,467.0,0
SAN FRANCISCO,bushel cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,16.0,18.0,2016,10,41,1,1,17.0,32.0,-0.46875,87.04364678899083,467.0,0
SAN FRANCISCO,24 inch bins,BIG MACK TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,140.0,140.0,2016,10,41,1,1,140.0,17.0,7.235294117647058,87.04364678899083,74.0,1
SAN FRANCISCO,24 inch bins,MIXED HEIRLOOM VARIETIES,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,160.0,160.0,2016,10,41,1,1,160.0,140.0,0.1428571428571428,87.04364678899083,57.0,1
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-15,20.0,22.0,2016,10,41,1,1,21.0,160.0,-0.86875,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,WHITE,CALIFORNIA,2016-10-15,20.0,22.0,2016,10,41,1,1,21.0,21.0,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,STRIPED,CALIFORNIA,2016-10-15,20.0,22.0,2016,10,41,1,1,21.0,21.0,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-15,30.0,35.0,2016,10,41,1,1,32.5,21.0,0.5476190476190477,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,WHITE,CALIFORNIA,2016-10-15,30.0,35.0,2016,10,41,1,1,32.5,32.5,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,bushel baskets,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-15,45.0,48.0,2016,10,41,1,1,46.5,32.5,0.4307692307692308,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,20.0,22.0,2016,10,41,1,1,21.0,46.5,-0.5483870967741935,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-15,30.0,35.0,2016,10,41,1,1,32.5,21.0,0.5476190476190477,87.04364678899083,310.0,0
LOS ANGELES,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-10-22,120.0,130.0,2016,10,42,1,1,125.0,32.5,2.8461538461538463,87.04364678899083,540.0,0
LOS ANGELES,24 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-10-22,120.0,130.0,2016,10,42,1,1,125.0,125.0,0.0,87.04364678899083,540.0,0
LOS ANGELES,24 inch bins,FAIRYTALE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-22,0.24,0.24,2016,10,42,1,1,0.24,125.0,-0.99808,87.04364678899083,132.0,0
LOS ANGELES,each,BIG MACK TYPE,lge,UNKNOWN,CALIFORNIA,2016-10-22,250.0,250.0,2016,10,42,1,1,250.0,0.24,1040.6666666666667,87.04364678899083,74.0,1
LOS ANGELES,each,BIG MACK TYPE,sml,UNKNOWN,CALIFORNIA,2016-10-22,0.55,0.55,2016,10,42,1,1,0.55,250.0,-0.9978,87.04364678899083,74.0,1
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-10-22,120.0,145.0,2016,10,42,1,1,132.5,0.55,239.90909090909088,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-10-22,120.0,150.0,2016,10,42,1,1,135.0,132.5,0.018867924528301883,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,sml,ORANGE,CALIFORNIA,2016-10-22,120.0,145.0,2016,10,42,1,1,132.5,135.0,-0.01851851851851849,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-10-22,440.0,440.0,2016,10,42,1,1,440.0,132.5,2.3207547169811322,87.04364678899083,540.0,0
SAN FRANCISCO,35 lb cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-22,28.0,28.0,2016,10,42,1,1,28.0,440.0,-0.9363636363636364,87.04364678899083,467.0,0
SAN FRANCISCO,bushel cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-22,16.0,18.0,2016,10,42,1,1,17.0,28.0,-0.3928571428571429,87.04364678899083,467.0,0
SAN FRANCISCO,24 inch bins,BIG MACK TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-22,140.0,140.0,2016,10,42,1,1,140.0,17.0,7.235294117647058,87.04364678899083,74.0,1
SAN FRANCISCO,24 inch bins,MIXED HEIRLOOM VARIETIES,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-22,160.0,160.0,2016,10,42,1,1,160.0,140.0,0.1428571428571428,87.04364678899083,57.0,1
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,STRIPED,CALIFORNIA,2016-10-22,20.0,22.0,2016,10,42,1,1,21.0,160.0,-0.86875,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-22,20.0,22.0,2016,10,42,1,1,21.0,21.0,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,WHITE,CALIFORNIA,2016-10-22,20.0,22.0,2016,10,42,1,1,21.0,21.0,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-22,30.0,35.0,2016,10,42,1,1,32.5,21.0,0.5476190476190477,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,WHITE,CALIFORNIA,2016-10-22,30.0,35.0,2016,10,42,1,1,32.5,32.5,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,bushel baskets,MINIATURE,UNKNOWN,WHITE,CALIFORNIA,2016-10-22,45.0,48.0,2016,10,42,1,1,46.5,32.5,0.4307692307692308,87.04364678899083,310.0,0
SAN FRANCISCO,bushel baskets,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-22,45.0,48.0,2016,10,42,1,1,46.5,46.5,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-22,20.0,22.0,2016,10,42,1,1,21.0,46.5,-0.5483870967741935,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-22,30.0,35.0,2016,10,42,1,1,32.5,21.0,0.5476190476190477,87.04364678899083,310.0,0
LOS ANGELES,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-10-29,85.0,130.0,2016,10,43,1,1,107.5,32.5,2.3076923076923075,87.04364678899083,540.0,0
LOS ANGELES,24 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-10-29,85.0,130.0,2016,10,43,1,1,107.5,107.5,0.0,87.04364678899083,540.0,0
LOS ANGELES,24 inch bins,FAIRYTALE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-29,0.24,0.24,2016,10,43,1,1,0.24,107.5,-0.9977674418604651,87.04364678899083,132.0,0
LOS ANGELES,each,BIG MACK TYPE,lge,UNKNOWN,CALIFORNIA,2016-10-29,250.0,250.0,2016,10,43,1,1,250.0,0.24,1040.6666666666667,87.04364678899083,74.0,1
LOS ANGELES,each,BIG MACK TYPE,sml,UNKNOWN,CALIFORNIA,2016-10-29,0.55,0.55,2016,10,43,1,1,0.55,250.0,-0.9978,87.04364678899083,74.0,1
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-10-29,120.0,145.0,2016,10,43,1,1,132.5,0.55,239.90909090909088,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-10-29,110.0,150.0,2016,10,43,1,1,130.0,132.5,-0.018867924528301883,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,sml,ORANGE,CALIFORNIA,2016-10-29,100.0,145.0,2016,10,43,1,1,122.5,130.0,-0.05769230769230771,87.04364678899083,540.0,0
SAN FRANCISCO,35 lb cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-29,28.0,28.0,2016,10,43,1,1,28.0,122.5,-0.7714285714285715,87.04364678899083,467.0,0
SAN FRANCISCO,bushel cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-29,16.0,18.0,2016,10,43,1,1,17.0,28.0,-0.3928571428571429,87.04364678899083,467.0,0
SAN FRANCISCO,24 inch bins,BIG MACK TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-29,140.0,140.0,2016,10,43,1,1,140.0,17.0,7.235294117647058,87.04364678899083,74.0,1
SAN FRANCISCO,each,BIG MACK TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-29,65.0,80.0,2016,10,43,1,1,72.5,140.0,-0.4821428571428571,87.04364678899083,74.0,1
SAN FRANCISCO,24 inch bins,MIXED HEIRLOOM VARIETIES,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-29,140.0,160.0,2016,10,43,1,1,150.0,72.5,1.0689655172413794,87.04364678899083,57.0,1
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-29,20.0,20.0,2016,10,43,1,1,20.0,150.0,-0.8666666666666667,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,STRIPED,CALIFORNIA,2016-10-29,20.0,20.0,2016,10,43,1,1,20.0,20.0,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,WHITE,CALIFORNIA,2016-10-29,20.0,20.0,2016,10,43,1,1,20.0,20.0,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,WHITE,CALIFORNIA,2016-10-29,30.0,30.0,2016,10,43,1,1,30.0,20.0,0.5,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-29,30.0,30.0,2016,10,43,1,1,30.0,30.0,0.0,87.04364678899083,310.0,0
SAN FRANCISCO,bushel baskets,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-10-29,45.0,48.0,2016,10,43,1,1,46.5,30.0,0.55,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-29,20.0,22.0,2016,10,43,1,1,21.0,46.5,-0.5483870967741935,87.04364678899083,310.0,0
SAN FRANCISCO,40 lb cartons,MINIATURE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-10-29,30.0,30.0,2016,10,43,1,1,30.0,21.0,0.4285714285714286,87.04364678899083,310.0,0
LOS ANGELES,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-11-05,80.0,90.0,2016,11,44,1,1,85.0,30.0,1.8333333333333335,87.04364678899083,540.0,0
LOS ANGELES,24 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-11-05,80.0,90.0,2016,11,44,1,1,85.0,85.0,0.0,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,lge,ORANGE,CALIFORNIA,2016-11-05,120.0,120.0,2016,11,44,1,1,120.0,85.0,0.41176470588235303,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,med,ORANGE,CALIFORNIA,2016-11-05,110.0,120.0,2016,11,44,1,1,115.0,120.0,-0.04166666666666663,87.04364678899083,540.0,0
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,sml,ORANGE,CALIFORNIA,2016-11-05,100.0,120.0,2016,11,44,1,1,110.0,115.0,-0.04347826086956519,87.04364678899083,540.0,0
SAN FRANCISCO,35 lb cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-11-05,24.5,28.0,2016,11,44,1,1,26.25,110.0,-0.7613636363636364,87.04364678899083,467.0,0
SAN FRANCISCO,bushel cartons,PIE TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-11-05,16.0,18.0,2016,11,44,1,1,17.0,26.25,-0.35238095238095235,87.04364678899083,467.0,0
SAN FRANCISCO,each,BIG MACK TYPE,UNKNOWN,UNKNOWN,CALIFORNIA,2016-11-05,65.0,80.0,2016,11,44,1,1,72.5,17.0,3.264705882352941,87.04364678899083,74.0,1
SAN FRANCISCO,24 inch bins,MIXED HEIRLOOM VARIETIES,UNKNOWN,UNKNOWN,CALIFORNIA,2016-11-05,140.0,160.0,2016,11,44,1,1,150.0,72.5,1.0689655172413794,87.04364678899083,57.0,1
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,ORANGE,CALIFORNIA,2016-11-05,20.0,20.0,2016,11,44,1,1,20.0,150.0,-0.8666666666666667,87.04364678899083,310.0,0
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,UNKNOWN,WHITE,CALIFORNIA,2016-11-05,20.0,20.0,2016,11,44,1,1,20.0,20.0,0.0,87.04364678899083,310.0,0
